"workerid","rt","subjectGender","speakerGender","speakerName","content","subjectName","verb","contentNr","trigger_class","response","slide_number_in_experiment"
"A3NIMMH8BPO4BR",7787,NA,"F","Carol","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",5
"A3NIMMH8BPO4BR",2641,NA,"F","Sandra","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",6
"A3NIMMH8BPO4BR",1444,"M","F","Michelle","Emma studied on Saturday morning","Larry","admit","3","C","Yes",7
"A3NIMMH8BPO4BR",1400,"M","M","James","Emily bought a car yesterday","Ryan","confess","8","C","Yes",8
"A3NIMMH8BPO4BR",1407,"M","F","Sandra","Josie went on vacation to France","Timothy","confirm","2","C","Yes",9
"A3NIMMH8BPO4BR",5816,"M","F","Nancy","Isabella ate a steak on Sunday","Eric","think","7","NonProj","Yes",10
"A3NIMMH8BPO4BR",5478,NA,"F","Lisa","Madison closed the window",NA,"control_bad","control_bad3","control","No",11
"A3NIMMH8BPO4BR",3432,"M","F","Kimberly","Mary is pregnant","Gary","pretend","1","NonProj","Yes",12
"A3NIMMH8BPO4BR",2113,"F","F","Lisa","Charley speaks Spanish","Heather","be_right_that","20","C","Yes",13
"A3NIMMH8BPO4BR",4577,NA,"M","Kenneth","the apartment has a balcony",NA,"control_bad","control_bad2","control","Yes",14
"A3NIMMH8BPO4BR",3302,"F","F","Linda","Tony had a drink last night","Diane","inform_Sam","15","C","Yes",15
"A3NIMMH8BPO4BR",1808,"F","F","Carol","Jackson ran 10 miles","Virginia","demonstrate","13","C","Yes",16
"A3NIMMH8BPO4BR",3586,NA,"M","Thomas","Zack owns a car",NA,"control_good","control_good1","control","Yes",17
"A3NIMMH8BPO4BR",3285,"F","M","Mark","Jon walks to work","Amy","prove","19","C","Yes",18
"A3NIMMH8BPO4BR",3425,"F","M","Matthew","Frank got a cat","Rebecca","annoyed","12","NonProj","Yes",19
"A3NIMMH8BPO4BR",3679,NA,"F","Margaret","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",20
"A3NIMMH8BPO4BR",3728,"F","M","William","Danny ate the last cupcake","Amanda","acknowledge","11","C","Yes",21
"A3NIMMH8BPO4BR",6415,"M","F","Margaret","Sophia got a tattoo","Edward","say","5","C","Yes",22
"A3NIMMH8BPO4BR",3951,"F","M","Christopher","Julian dances salsa","Kathleen","reveal","18","NonProj","Yes",23
"A3NIMMH8BPO4BR",2248,"M","M","Thomas","Zoe calculated the tip","Andrew","hear","10","C","Yes",24
"A3NIMMH8BPO4BR",3570,"F","F","Donna","Josh learned to ride a bike yesterday","Angela","establish","16","NonProj","Yes",25
"A3NIMMH8BPO4BR",2368,"M","F","Jennifer","Grace visited her sister","Justin","suggest","9","C","Yes",26
"A3NIMMH8BPO4BR",2543,"F","M","Richard","Jayden rented a car","Melissa","discover","14","NonProj","Yes",27
"A3NIMMH8BPO4BR",3160,"M","M","George","Olivia sleeps until noon","Nicholas","know","4","NonProj","Yes",28
"A3NIMMH8BPO4BR",2569,"F","F","Karen","Owen shoveled snow last winter","Sharon","announce","17","C","Yes",29
"A3NIMMH8BPO4BR",1912,NA,"M","Richard","the window broke",NA,"control_good","control_good2","control","Yes",30
"A3NIMMH8BPO4BR",33624,NA,"F","Donna","Dana wears a wig",NA,"control_bad","control_bad1","control","No",31
"A3NIMMH8BPO4BR",1926,"M","M","Kenneth","Mia drank 2 cocktails last night","Jerry","see","6","NonProj","Yes",32
"A17N3LOP5HGSQ8",6671,NA,"M","Steven","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",5
"A17N3LOP5HGSQ8",5413,NA,"M","James","Dana wears a wig",NA,"control_bad","control_bad1","control","No",6
"A17N3LOP5HGSQ8",7158,"M","M","Paul","Zoe calculated the tip","Alexander","inform_Sam","10","C","Yes",7
"A17N3LOP5HGSQ8",5390,NA,"M","David","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",8
"A17N3LOP5HGSQ8",6210,"F","M","Matthew","Frank got a cat","Sharon","confirm","12","C","Yes",9
"A17N3LOP5HGSQ8",5966,"M","F","Carol","Grace visited her sister","Edward","think","9","NonProj","No",10
"A17N3LOP5HGSQ8",5046,"M","F","Donna","Josie went on vacation to France","Justin","admit","2","C","Yes",11
"A17N3LOP5HGSQ8",6280,NA,"M","William","the window broke",NA,"control_good","control_good2","control","Yes",12
"A17N3LOP5HGSQ8",7321,"F","F","Betty","Owen shoveled snow last winter","Virginia","pretend","17","NonProj","No",13
"A17N3LOP5HGSQ8",5606,"F","M","Mark","Charley speaks Spanish","Amy","know","20","NonProj","Yes",14
"A17N3LOP5HGSQ8",4272,"M","M","Steven","Mary is pregnant","Gregory","see","1","NonProj","Yes",15
"A17N3LOP5HGSQ8",7776,"F","M","William","Jayden rented a car","Nicole","demonstrate","14","C","Yes",16
"A17N3LOP5HGSQ8",4643,"M","M","Richard","Mia drank 2 cocktails last night","Gary","establish","6","NonProj","Yes",17
"A17N3LOP5HGSQ8",7934,"M","M","Thomas","Olivia sleeps until noon","Kevin","announce","4","C","Yes",18
"A17N3LOP5HGSQ8",6375,"F","M","David","Julian dances salsa","Anna","hear","18","C","No",19
"A17N3LOP5HGSQ8",4481,NA,"M","Kenneth","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",20
"A17N3LOP5HGSQ8",4677,NA,"F","Betty","Madison closed the window",NA,"control_bad","control_bad3","control","No",21
"A17N3LOP5HGSQ8",5112,NA,"M","Paul","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",22
"A17N3LOP5HGSQ8",10142,"F","F","Michelle","Josh learned to ride a bike yesterday","Kathleen","annoyed","16","NonProj","Yes",23
"A17N3LOP5HGSQ8",3953,"F","M","James","Jon walks to work","Christina","be_right_that","19","C","Yes",24
"A17N3LOP5HGSQ8",5985,"F","F","Linda","Danny ate the last cupcake","Melissa","confess","11","C","Yes",25
"A17N3LOP5HGSQ8",4319,"F","F","Karen","Jackson ran 10 miles","Ruth","discover","13","NonProj","Yes",26
"A17N3LOP5HGSQ8",4950,"M","M","Kenneth","Emily bought a car yesterday","Jacob","reveal","8","NonProj","Yes",27
"A17N3LOP5HGSQ8",14065,"M","F","Jennifer","Isabella ate a steak on Sunday","Andrew","prove","7","C","Yes",28
"A17N3LOP5HGSQ8",24776,NA,"F","Linda","Zack owns a car",NA,"control_good","control_good1","control","Yes",29
"A17N3LOP5HGSQ8",3343,"M","M","Christopher","Sophia got a tattoo","Eric","suggest","5","C","No",30
"A17N3LOP5HGSQ8",8368,"F","F","Elizabeth","Tony had a drink last night","Stephanie","say","15","C","Yes",31
"A17N3LOP5HGSQ8",4375,"M","F","Nancy","Emma studied on Saturday morning","Ronald","acknowledge","3","C","Yes",32
"A175PJR0W3LO8I",5669,"M","M","Richard","Mia drank 2 cocktails last night","Scott","hear","6","C","No",5
"A175PJR0W3LO8I",4050,NA,"F","Jessica","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",6
"A175PJR0W3LO8I",9548,"F","F","Ashley","Jayden rented a car","Virginia","establish","14","NonProj","No",7
"A175PJR0W3LO8I",5798,"F","M","William","Frank got a cat","Kathleen","prove","12","C","Yes",8
"A175PJR0W3LO8I",4382,"F","F","Jessica","Danny ate the last cupcake","Diane","say","11","C","No",9
"A175PJR0W3LO8I",7640,"F","F","Elizabeth","Josh learned to ride a bike yesterday","Christina","admit","16","C","Yes",10
"A175PJR0W3LO8I",5935,NA,"M","William","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",11
"A175PJR0W3LO8I",4288,"M","F","Carol","Sophia got a tattoo","Ronald","be_right_that","5","C","Yes",12
"A175PJR0W3LO8I",61060,"M","M","Kenneth","Josie went on vacation to France","Jacob","acknowledge","2","C","Yes",13
"A175PJR0W3LO8I",3667,"M","F","Nancy","Isabella ate a steak on Sunday","Patrick","discover","7","NonProj","Yes",14
"A175PJR0W3LO8I",4280,"F","M","Thomas","Charley speaks Spanish","Cynthia","confess","20","C","Yes",15
"A175PJR0W3LO8I",4929,"M","F","Margaret","Mary is pregnant","Brian","demonstrate","1","C","No",16
"A175PJR0W3LO8I",9519,"M","F","Sandra","Emma studied on Saturday morning","Alexander","announce","3","C","Yes",17
"A175PJR0W3LO8I",2735,"F","M","Christopher","Jackson ran 10 miles","Carolyn","think","13","NonProj","No",18
"A175PJR0W3LO8I",3959,NA,"F","Nancy","the window broke",NA,"control_good","control_good2","control","Yes",19
"A175PJR0W3LO8I",5751,NA,"F","Jennifer","Madison closed the window",NA,"control_bad","control_bad3","control","No",20
"A175PJR0W3LO8I",3383,"M","M","David","Zoe calculated the tip","Eric","suggest","10","C","No",21
"A175PJR0W3LO8I",5431,NA,"F","Karen","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",22
"A175PJR0W3LO8I",6040,"F","F","Jennifer","Owen shoveled snow last winter","Shirley","annoyed","17","NonProj","Yes",23
"A175PJR0W3LO8I",4286,"F","F","Karen","Jon walks to work","Ruth","know","19","NonProj","Yes",24
"A175PJR0W3LO8I",2984,"M","M","Robert","Emily bought a car yesterday","Justin","reveal","8","NonProj","Yes",25
"A175PJR0W3LO8I",23504,"F","F","Michelle","Julian dances salsa","Melissa","inform_Sam","18","C","Yes",26
"A175PJR0W3LO8I",4217,"M","M","George","Grace visited her sister","Timothy","see","9","NonProj","Yes",27
"A175PJR0W3LO8I",3525,"F","M","James","Tony had a drink last night","Julie","confirm","15","C","Yes",28
"A175PJR0W3LO8I",6552,NA,"F","Ashley","Zack owns a car",NA,"control_good","control_good1","control","Yes",29
"A175PJR0W3LO8I",3879,"M","F","Donna","Olivia sleeps until noon","Kevin","pretend","4","NonProj","No",30
"A175PJR0W3LO8I",3008,NA,"F","Carol","Dana wears a wig",NA,"control_bad","control_bad1","control","No",31
"A175PJR0W3LO8I",9951,NA,"M","Christopher","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",32
"A2MR1H3PV0EDDR",1551,"F","F","Linda","Jon walks to work","Brenda","suggest","19","C","Yes",5
"A2MR1H3PV0EDDR",1078,NA,"F","Dorothy","the window broke",NA,"control_good","control_good2","control","No",6
"A2MR1H3PV0EDDR",1040,"F","F","Sarah","Tony had a drink last night","Laura","announce","15","C","Yes",7
"A2MR1H3PV0EDDR",1264,"F","F","Karen","Josh learned to ride a bike yesterday","Amy","say","16","C","No",8
"A2MR1H3PV0EDDR",1760,"M","M","Steven","Emma studied on Saturday morning","Gregory","acknowledge","3","C","Yes",9
"A2MR1H3PV0EDDR",848,"F","F","Michelle","Danny ate the last cupcake","Carolyn","think","11","NonProj","No",10
"A2MR1H3PV0EDDR",887,NA,"F","Jennifer","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","Yes",11
"A2MR1H3PV0EDDR",911,"F","M","Kenneth","Frank got a cat","Amanda","see","12","NonProj","No",12
"A2MR1H3PV0EDDR",832,"M","M","James","Olivia sleeps until noon","Scott","confirm","4","C","Yes",13
"A2MR1H3PV0EDDR",1032,NA,"M","Robert","Madison closed the window",NA,"control_bad","control_bad3","control","No",14
"A2MR1H3PV0EDDR",1128,"F","F","Lisa","Jayden rented a car","Rebecca","reveal","14","NonProj","Yes",15
"A2MR1H3PV0EDDR",888,"M","M","Thomas","Sophia got a tattoo","Nicholas","discover","5","NonProj","No",16
"A2MR1H3PV0EDDR",816,"F","F","Margaret","Charley speaks Spanish","Heather","demonstrate","20","C","Yes",17
"A2MR1H3PV0EDDR",1143,"F","M","Robert","Jackson ran 10 miles","Kathleen","admit","13","C","No",18
"A2MR1H3PV0EDDR",791,"F","M","David","Julian dances salsa","Anna","know","18","NonProj","Yes",19
"A2MR1H3PV0EDDR",919,"F","M","Christopher","Owen shoveled snow last winter","Nicole","prove","17","C","No",20
"A2MR1H3PV0EDDR",785,"M","F","Betty","Mary is pregnant","Kevin","establish","1","NonProj","Yes",21
"A2MR1H3PV0EDDR",919,"M","F","Ashley","Mia drank 2 cocktails last night","Justin","annoyed","6","NonProj","No",22
"A2MR1H3PV0EDDR",776,"M","M","William","Grace visited her sister","Brian","hear","9","C","Yes",23
"A2MR1H3PV0EDDR",792,"M","F","Helen","Josie went on vacation to France","Jeffrey","inform_Sam","2","C","No",24
"A2MR1H3PV0EDDR",982,NA,"F","Karen","Dana wears a wig",NA,"control_bad","control_bad1","control","Yes",25
"A2MR1H3PV0EDDR",1824,"M","F","Kimberly","Isabella ate a steak on Sunday","Tyler","be_right_that","7","C","Yes",26
"A2MR1H3PV0EDDR",1056,"M","F","Jennifer","Zoe calculated the tip","Gary","pretend","10","NonProj","No",27
"A2MR1H3PV0EDDR",12064,NA,"F","Helen","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",28
"A2MR1H3PV0EDDR",10857,NA,"M","Christopher","Zack owns a car",NA,"control_good","control_good1","control","Yes",29
"A2MR1H3PV0EDDR",1047,NA,"F","Kimberly","Vanessa looked into the mirror",NA,"control_good","control_good4","control","No",30
"A2MR1H3PV0EDDR",921,"M","F","Dorothy","Emily bought a car yesterday","Andrew","confess","8","C","Yes",31
"A2MR1H3PV0EDDR",1128,NA,"M","William","the apartment has a balcony",NA,"control_bad","control_bad2","control","Yes",32
"A22A52DRIIEV6K",5271,NA,"M","James","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",5
"A22A52DRIIEV6K",4895,NA,"M","Richard","Zack owns a car",NA,"control_good","control_good1","control","Yes",6
"A22A52DRIIEV6K",6695,"M","M","Mark","Zoe calculated the tip","Justin","demonstrate","10","C","Yes",7
"A22A52DRIIEV6K",7990,NA,"F","Karen","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",8
"A22A52DRIIEV6K",3942,"M","F","Carol","Grace visited her sister","Edward","see","9","NonProj","Yes",9
"A22A52DRIIEV6K",5929,"M","F","Margaret","Josie went on vacation to France","Eric","confess","2","C","Yes",10
"A22A52DRIIEV6K",6208,"M","F","Sarah","Emily bought a car yesterday","Gregory","reveal","8","NonProj","Yes",11
"A22A52DRIIEV6K",5536,"F","F","Karen","Julian dances salsa","Shirley","prove","18","C","Yes",12
"A22A52DRIIEV6K",7463,"F","F","Michelle","Owen shoveled snow last winter","Nicole","inform_Sam","17","C","Yes",13
"A22A52DRIIEV6K",4616,"F","M","George","Jackson ran 10 miles","Kathleen","announce","13","C","Yes",14
"A22A52DRIIEV6K",3503,NA,"F","Carol","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",15
"A22A52DRIIEV6K",4854,"F","F","Ashley","Jayden rented a car","Catherine","hear","14","C","Yes",16
"A22A52DRIIEV6K",5775,"M","M","Kenneth","Mia drank 2 cocktails last night","Kevin","admit","6","C","Yes",17
"A22A52DRIIEV6K",6575,"F","M","James","Tony had a drink last night","Virginia","pretend","15","NonProj","No",18
"A22A52DRIIEV6K",5254,"M","M","Matthew","Olivia sleeps until noon","Patrick","say","4","C","Yes",19
"A22A52DRIIEV6K",4015,"M","M","Robert","Mary is pregnant","Benjamin","discover","1","NonProj","Yes",20
"A22A52DRIIEV6K",9190,"M","M","David","Sophia got a tattoo","Nicholas","acknowledge","5","C","Yes",21
"A22A52DRIIEV6K",5817,"F","M","Paul","Charley speaks Spanish","Amanda","establish","20","NonProj","Yes",22
"A22A52DRIIEV6K",9943,NA,"F","Sarah","Madison closed the window",NA,"control_bad","control_bad3","control","No",23
"A22A52DRIIEV6K",6661,"M","F","Lisa","Isabella ate a steak on Sunday","Jeffrey","suggest","7","C","No",24
"A22A52DRIIEV6K",16673,"F","F","Sandra","Jon walks to work","Julie","know","19","NonProj","Yes",25
"A22A52DRIIEV6K",5984,"F","F","Jennifer","Danny ate the last cupcake","Carolyn","be_right_that","11","C","Yes",26
"A22A52DRIIEV6K",5378,NA,"F","Margaret","the window broke",NA,"control_good","control_good2","control","Yes",27
"A22A52DRIIEV6K",12072,"F","F","Kimberly","Josh learned to ride a bike yesterday","Melissa","think","16","NonProj","No",28
"A22A52DRIIEV6K",4135,"M","M","Richard","Emma studied on Saturday morning","Larry","confirm","3","C","Yes",29
"A22A52DRIIEV6K",3943,NA,"F","Kimberly","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",30
"A22A52DRIIEV6K",4616,"F","M","Christopher","Frank got a cat","Brenda","annoyed","12","NonProj","Yes",31
"A22A52DRIIEV6K",4239,NA,"F","Lisa","Dana wears a wig",NA,"control_bad","control_bad1","control","No",32
"A143XRCI1YXAFE",1870,"M","M","Paul","Mary is pregnant","Kevin","be_right_that","1","C","Yes",5
"A143XRCI1YXAFE",3431,NA,"F","Nancy","Dana wears a wig",NA,"control_bad","control_bad1","control","No",6
"A143XRCI1YXAFE",1521,NA,"M","George","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",7
"A143XRCI1YXAFE",1223,NA,"M","Matthew","Zack owns a car",NA,"control_good","control_good1","control","Yes",8
"A143XRCI1YXAFE",921,"M","F","Lisa","Mia drank 2 cocktails last night","Edward","reveal","6","NonProj","Yes",9
"A143XRCI1YXAFE",2399,NA,"F","Jennifer","Madison closed the window",NA,"control_bad","control_bad3","control","No",10
"A143XRCI1YXAFE",1256,"F","M","William","Owen shoveled snow last winter","Heather","think","17","NonProj","Yes",11
"A143XRCI1YXAFE",991,"M","M","Thomas","Sophia got a tattoo","Nicholas","hear","5","C","Yes",12
"A143XRCI1YXAFE",952,"M","M","George","Emma studied on Saturday morning","Raymond","acknowledge","3","C","Yes",13
"A143XRCI1YXAFE",1000,"F","F","Michelle","Jon walks to work","Christina","establish","19","NonProj","Yes",14
"A143XRCI1YXAFE",1023,"F","F","Betty","Charley speaks Spanish","Stephanie","suggest","20","C","Yes",15
"A143XRCI1YXAFE",1153,"F","M","Matthew","Tony had a drink last night","Virginia","announce","15","C","Yes",16
"A143XRCI1YXAFE",1087,"M","M","James","Josie went on vacation to France","Timothy","know","2","NonProj","Yes",17
"A143XRCI1YXAFE",1175,"F","F","Elizabeth","Josh learned to ride a bike yesterday","Amy","annoyed","16","NonProj","Yes",18
"A143XRCI1YXAFE",1303,"M","F","Jennifer","Emily bought a car yesterday","Jacob","prove","8","C","Yes",19
"A143XRCI1YXAFE",2496,"M","M","Mark","Zoe calculated the tip","Jeffrey","see","10","NonProj","Yes",20
"A143XRCI1YXAFE",1527,"M","F","Karen","Grace visited her sister","Ryan","confess","9","C","Yes",21
"A143XRCI1YXAFE",2816,"F","F","Ashley","Jackson ran 10 miles","Rachel","inform_Sam","13","C","Yes",22
"A143XRCI1YXAFE",1575,"F","M","Steven","Jayden rented a car","Laura","admit","14","C","Yes",23
"A143XRCI1YXAFE",2584,NA,"F","Margaret","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",24
"A143XRCI1YXAFE",1407,"M","M","Robert","Isabella ate a steak on Sunday","Jerry","say","7","C","Yes",25
"A143XRCI1YXAFE",1338,NA,"M","William","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",26
"A143XRCI1YXAFE",1637,"F","F","Donna","Julian dances salsa","Nicole","demonstrate","18","C","Yes",27
"A143XRCI1YXAFE",3725,NA,"M","Steven","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",28
"A143XRCI1YXAFE",1614,NA,"F","Elizabeth","the window broke",NA,"control_good","control_good2","control","Yes",29
"A143XRCI1YXAFE",1448,"M","F","Susan","Olivia sleeps until noon","Larry","pretend","4","NonProj","Yes",30
"A143XRCI1YXAFE",1105,"F","F","Margaret","Frank got a cat","Catherine","confirm","12","C","Yes",31
"A143XRCI1YXAFE",1030,"F","F","Nancy","Danny ate the last cupcake","Angela","discover","11","NonProj","Yes",32
"A2R0YYUAWNT7UD",2779,NA,"M","Christopher","Frederick solved the problem",NA,"control_good","control_good3","control","Yes",5
"A2R0YYUAWNT7UD",3181,"M","F","Donna","Mia drank 2 cocktails last night","Ryan","think","6","NonProj","No",6
"A2R0YYUAWNT7UD",2216,"F","M","George","Jackson ran 10 miles","Rachel","prove","13","C","Yes",7
"A2R0YYUAWNT7UD",3093,NA,"F","Michelle","Dana wears a wig",NA,"control_bad","control_bad1","control","No",8
"A2R0YYUAWNT7UD",3037,"F","F","Elizabeth","Owen shoveled snow last winter","Stephanie","confirm","17","C","Yes",9
"A2R0YYUAWNT7UD",3965,NA,"F","Lisa","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",10
"A2R0YYUAWNT7UD",2755,"M","M","Robert","Grace visited her sister","Brandon","reveal","9","NonProj","Yes",11
"A2R0YYUAWNT7UD",3222,"F","F","Linda","Jon walks to work","Kathleen","see","19","NonProj","Yes",12
"A2R0YYUAWNT7UD",2266,NA,"F","Kimberly","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",13
"A2R0YYUAWNT7UD",2476,NA,"M","George","Vanessa looked into the mirror",NA,"control_good","control_good4","control","Yes",14
"A2R0YYUAWNT7UD",4309,"M","M","Paul","Emma studied on Saturday morning","Raymond","confess","3","C","Yes",15
"A2R0YYUAWNT7UD",2058,"M","F","Lisa","Sophia got a tattoo","Kevin","admit","5","C","Yes",16
"A2R0YYUAWNT7UD",3100,"M","M","Richard","Olivia sleeps until noon","Jacob","inform_Sam","4","C","Yes",17
"A2R0YYUAWNT7UD",3220,"M","F","Dorothy","Emily bought a car yesterday","Justin","pretend","8","NonProj","No",18
"A2R0YYUAWNT7UD",2724,NA,"F","Margaret","Madison closed the window",NA,"control_bad","control_bad3","control","No",19
"A2R0YYUAWNT7UD",2186,"M","F","Kimberly","Mary is pregnant","Timothy","know","1","NonProj","Yes",20
"A2R0YYUAWNT7UD",2029,"F","M","Matthew","Tony had a drink last night","Laura","hear","15","C","Yes",21
"A2R0YYUAWNT7UD",2585,"F","M","Christopher","Jayden rented a car","Rebecca","annoyed","14","NonProj","Yes",22
"A2R0YYUAWNT7UD",2846,"F","F","Betty","Julian dances salsa","Janet","demonstrate","18","C","Yes",23
"A2R0YYUAWNT7UD",3732,"M","F","Karen","Isabella ate a steak on Sunday","Eric","establish","7","NonProj","Yes",24
"A2R0YYUAWNT7UD",2830,"F","F","Sarah","Charley speaks Spanish","Cynthia","say","20","C","Yes",25
"A2R0YYUAWNT7UD",3108,"F","F","Margaret","Danny ate the last cupcake","Diane","acknowledge","11","C","Yes",26
"A2R0YYUAWNT7UD",4423,"F","F","Michelle","Josh learned to ride a bike yesterday","Amanda","discover","16","NonProj","Yes",27
"A2R0YYUAWNT7UD",5776,"M","F","Jennifer","Josie went on vacation to France","Jerry","suggest","2","C","No",28
"A2R0YYUAWNT7UD",3024,"M","F","Helen","Zoe calculated the tip","Ronald","be_right_that","10","C","Yes",29
"A2R0YYUAWNT7UD",2272,"F","F","Susan","Frank got a cat","Carolyn","announce","12","C","Yes",30
"A2R0YYUAWNT7UD",4520,NA,"F","Betty","Zack owns a car",NA,"control_good","control_good1","control","Yes",31
"A2R0YYUAWNT7UD",2740,NA,"F","Karen","the window broke",NA,"control_good","control_good2","control","Yes",32
"AOTCPS24JM5DQ",930,NA,"F","Donna","Zack owns a car",NA,"control_good","control_good1","control","Yes",5
"AOTCPS24JM5DQ",801,NA,"F","Michelle","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","No",6
"AOTCPS24JM5DQ",720,"F","M","Thomas","Frank got a cat","Diane","confirm","12","C","Yes",7
"AOTCPS24JM5DQ",651,"F","F","Margaret","Jackson ran 10 miles","Catherine","inform_Sam","13","C","Yes",8
"AOTCPS24JM5DQ",880,"F","F","Donna","Josh learned to ride a bike yesterday","Christina","see","16","NonProj","No",9
"AOTCPS24JM5DQ",681,"M","F","Carol","Sophia got a tattoo","Andrew","know","5","NonProj","Yes",10
"AOTCPS24JM5DQ",660,"M","F","Sarah","Emma studied on Saturday morning","Justin","suggest","3","C","Yes",11
"AOTCPS24JM5DQ",641,"M","M","Kenneth","Isabella ate a steak on Sunday","Patrick","pretend","7","NonProj","No",12
"AOTCPS24JM5DQ",940,NA,"F","Carol","Madison closed the window",NA,"control_bad","control_bad3","control","Yes",13
"AOTCPS24JM5DQ",631,"F","M","Richard","Jon walks to work","Brenda","admit","19","C","Yes",14
"AOTCPS24JM5DQ",1281,"F","F","Dorothy","Julian dances salsa","Julie","annoyed","18","NonProj","Yes",15
"AOTCPS24JM5DQ",611,"F","F","Michelle","Charley speaks Spanish","Laura","announce","20","C","No",16
"AOTCPS24JM5DQ",891,"M","M","Mark","Emily bought a car yesterday","Benjamin","demonstrate","8","C","Yes",17
"AOTCPS24JM5DQ",690,"F","M","William","Danny ate the last cupcake","Angela","reveal","11","NonProj","Yes",18
"AOTCPS24JM5DQ",691,NA,"M","George","the apartment has a balcony",NA,"control_bad","control_bad2","control","No",19
"AOTCPS24JM5DQ",1091,"M","F","Kimberly","Mary is pregnant","Jeffrey","think","1","NonProj","Yes",20
"AOTCPS24JM5DQ",661,"M","M","Paul","Josie went on vacation to France","Raymond","acknowledge","2","C","Yes",21
"AOTCPS24JM5DQ",610,"F","F","Helen","Owen shoveled snow last winter","Stephanie","hear","17","C","Yes",22
"AOTCPS24JM5DQ",1341,"F","M","Christopher","Jayden rented a car","Heather","establish","14","NonProj","No",23
"AOTCPS24JM5DQ",631,NA,"F","Helen","the window broke",NA,"control_good","control_good2","control","Yes",24
"AOTCPS24JM5DQ",700,NA,"M","Christopher","Vanessa looked into the mirror",NA,"control_good","control_good4","control","No",25
"AOTCPS24JM5DQ",701,"M","F","Jennifer","Grace visited her sister","Ronald","prove","9","C","Yes",26
"AOTCPS24JM5DQ",691,"F","F","Jessica","Tony had a drink last night","Rachel","confess","15","C","No",27
"AOTCPS24JM5DQ",680,NA,"F","Jennifer","Dana wears a wig",NA,"control_bad","control_bad1","control","Yes",28
"AOTCPS24JM5DQ",951,"M","M","George","Mia drank 2 cocktails last night","Edward","be_right_that","6","C","No",29
"AOTCPS24JM5DQ",611,"M","F","Linda","Olivia sleeps until noon","Brian","discover","4","NonProj","Yes",30
"AOTCPS24JM5DQ",1251,NA,"F","Betty","Frederick solved the problem",NA,"control_good","control_good3","control","No",31
"AOTCPS24JM5DQ",681,"M","F","Betty","Zoe calculated the tip","Timothy","say","10","C","Yes",32
"AS60DEKZ4WRAX",2037,NA,"F","Sandra","the apartment has a balcony",NA,"control_bad","control_bad2","control","Yes",5
"AS60DEKZ4WRAX",1540,NA,"M","Robert","the window broke",NA,"control_good","control_good2","control","No",6
"AS60DEKZ4WRAX",1337,NA,"F","Betty","Sebastian did really well on the exam",NA,"control_bad","control_bad4","control","Yes",7
"AS60DEKZ4WRAX",1520,"M","F","Dorothy","Grace visited her sister","Ronald","suggest","9","C","Yes",8
"AS60DEKZ4WRAX",1231,"M","M","George","Emma studied on Saturday morning","Brandon","inform_Sam","3","C","Yes",9
"AS60DEKZ4WRAX",1207,"M","F","Lisa","Mia drank 2 cocktails last night","Justin","hear","6","C","Yes",10
"AS60DEKZ4WRAX",1168,"M","F","Michelle","Olivia sleeps until noon","Nicholas","be_right_that","4","C","No",11
"AS60DEKZ4WRAX",1025,NA,"F","Sarah","Zack owns a car",NA,"control_good","control_good1","control","Yes",12
"AS60DEKZ4WRAX",1024,"M","F","Jessica","Emily bought a car yesterday","Edward","admit","8","C","No",13
"AS60DEKZ4WRAX",1032,"F","F","Betty","Jayden rented a car","Rebecca","confess","14","C","Yes",14
"AS60DEKZ4WRAX",1071,"F","M","Matthew","Julian dances salsa","Diane","prove","18","C","Yes",15
"AS60DEKZ4WRAX",1248,"F","M","Mark","Josh learned to ride a bike yesterday","Ruth","think","16","NonProj","Yes",16
"AS60DEKZ4WRAX",1063,NA,"F","Lisa","Dana wears a wig",NA,"control_bad","control_bad1","control","Yes",17
"AS60DEKZ4WRAX",967,"F","F","Carol","Owen shoveled snow last winter","Sharon","know","17","NonProj","Yes",18
"AS60DEKZ4WRAX",1551,"M","M","William","Mary is pregnant","Eric","announce","1","C","No",19
